480,552,112,1
480,552,112,1
480,552,112,1
480,552,112,1
480,552,112,1
480,552,112,1
480,-552,112,1
480,-552,112,1
480,-552,112,1
480,-552,112,1
480,-552,112,1
480,-552,112,1
-480,-552,112,1
-480,-552,112,1
-480,-552,112,1
-480,-552,112,1
-480,-552,112,1
-480,-552,112,1
-480,552,112,1
-480,552,112,1
-480,552,112,1
-480,552,112,1
-480,552,112,1
-480,552,112,1
-104,-420,112,2
-104,-420,112,2
-104,-420,112,2
-104,-420,112,2
-104,-420,112,2
-104,-420,112,2
-105,-420,112,2
-105,-420,112,2
-105,-420,112,2
-105,-420,112,2
-105,-420,112,2
-105,-420,112,2
-105,-420,112,2
-105,-420,112,2
-106,-420,112,2
-106,-420,112,2
-106,-420,112,2
-106,-420,112,2
-106,-420,112,2
-106,-420,112,2
-106,-420,112,2
-106,-420,112,2
-107,-420,112,2
-107,-420,112,2
-107,-420,112,2
-107,-420,112,2
-107,-420,112,2
-107,-420,112,2
-107,-420,112,2
-107,-420,112,2
-108,-420,112,2
-108,-420,112,2
-108,-420,112,2
-108,-420,112,2
-108,-420,112,2
-108,-420,112,2
-108,-420,112,2
-108,-420,112,2
-109,-420,112,2
-109,-420,112,2
-109,-420,112,2
-109,-420,112,2
-109,-420,112,2
-109,-420,112,2
-109,-420,112,2
-109,-420,112,2
-110,-420,112,2
-110,-420,112,2
-110,-420,112,2
-110,-420,112,2
-110,-420,112,2
-110,-420,112,2
-110,-420,112,2
-110,-420,112,2
-111,-420,112,2
-111,-420,112,2
-111,-420,112,2
-111,-420,112,2
-111,-420,112,2
-111,-420,112,2
-111,-420,112,2
-111,-420,112,2
-112,-420,112,2
-112,-420,112,2
-112,-420,112,2
-112,-420,112,2
-112,-420,112,2
-112,-420,112,2
-112,-420,112,2
-112,-420,112,2
-113,-420,112,2
-113,-420,112,2
-113,-420,112,2
-113,-420,112,2
-113,-420,112,2
-113,-420,112,2
-113,-420,112,2
-113,-420,112,2
-114,-420,112,2
-114,-420,112,2
-114,-420,112,2
-114,-420,112,2
-114,-420,112,2
-114,-420,112,2
-114,-420,112,2
-114,-420,112,2
-115,-420,112,2
-115,-420,112,2
-115,-420,112,2
-115,-420,112,2
-115,-420,112,2
-115,-420,112,2
-115,-420,112,2
-115,-420,112,2
-116,-420,112,2
-116,-420,112,2
-116,-420,112,2
-116,-420,112,2
-116,-420,112,2
-116,-420,112,2
-116,-420,112,2
-116,-420,112,2
-117,-420,112,2
-117,-420,112,2
-117,-420,112,2
-117,-420,112,2
-117,-420,112,2
-117,-420,112,2
-117,-420,112,2
-117,-420,112,2
-118,-420,112,2
-118,-420,112,2
-118,-420,112,2
-118,-420,112,2
-118,-420,112,2
-118,-420,112,2
-118,-420,112,2
-118,-420,112,2
-119,-420,112,2
-119,-420,112,2
-119,-420,112,2
-119,-420,112,2
-119,-420,112,2
-119,-420,112,2
-119,-420,112,2
-119,-420,112,2
-120,-420,112,2
-120,-420,112,2
-120,-420,112,2
-120,-420,112,2
-120,-420,112,2
-120,-420,112,2
-120,-420,112,2
-120,-420,112,2
-121,-420,112,2
-121,-420,112,2
-121,-420,112,2
-121,-420,112,2
-121,-420,112,2
-121,-420,112,2
-121,-420,112,2
-121,-420,112,2
-122,-420,112,2
-122,-420,112,2
-122,-420,112,2
-122,-420,112,2
-122,-420,112,2
-122,-420,112,2
-122,-420,112,2
-122,-420,112,2
-123,-420,112,2
-123,-420,112,2
-123,-420,112,2
-123,-420,112,2
-123,-420,112,2
-123,-420,112,2
-123,-420,112,2
-123,-420,112,2
-124,-420,112,2
-124,-420,112,2
-124,-420,112,2
-124,-420,112,2
-124,-420,112,2
-124,-420,112,2
-124,-420,112,2
-124,-420,112,2
-125,-420,112,2
-125,-420,112,2
-125,-420,112,2
-125,-420,112,2
-125,-420,112,2
-125,-420,112,2
-125,-420,112,2
-125,-420,112,2
-126,-420,112,2
-126,-420,112,2
-126,-420,112,2
-126,-420,112,2
-126,-420,112,2
-126,-420,112,2
-126,-420,112,2
-126,-420,112,2
-127,-420,112,2
-127,-420,112,2
-127,-420,112,2
-127,-420,112,2
-127,-420,112,2
-127,-420,112,2
-127,-420,112,2
-127,-420,112,2
-128,-420,112,2
-128,-420,112,2
-128,-420,112,2
-128,-420,112,2
-128,-420,112,2
-128,-420,112,2
-128,-420,112,2
-128,-420,112,2
-129,-420,112,2
-129,-420,112,2
-129,-420,112,2
-129,-420,112,2
-129,-420,112,2
-129,-420,112,2
-129,-420,112,2
-129,-420,112,2
-130,-420,112,2
-130,-420,112,2
-130,-420,112,2
-130,-420,112,2
-130,-420,112,2
-130,-420,112,2
-130,-420,112,2
-130,-420,112,2
-131,-420,112,2
-131,-420,112,2
-131,-420,112,2
-131,-420,112,2
-131,-420,112,2
-131,-420,112,2
-131,-420,112,2
-131,-420,112,2
-132,-420,112,2
-132,-420,112,2
-132,-420,112,2
-132,-420,112,2
-132,-420,112,2
-132,-420,112,2
-132,-420,112,2
-132,-420,112,2
-133,-420,112,2
-133,-420,112,2
-133,-420,112,2
-133,-420,112,2
-133,-420,112,2
-133,-420,112,2
-133,-420,112,2
-133,-420,112,2
-134,-420,112,2
-134,-420,112,2
-134,-420,112,2
-134,-420,112,2
-134,-420,112,2
-134,-420,112,2
-134,-420,112,2
-134,-420,112,2
-135,-420,112,2
-135,-420,112,2
-135,-420,112,2
-135,-420,112,2
-135,-420,112,2
-135,-420,112,2
-135,-420,112,2
-135,-420,112,2
-136,-420,112,2
-136,-420,112,2
-136,-420,112,2
-136,-420,112,2
-136,-420,112,2
-136,-420,112,2
-136,-420,112,2
-136,-420,112,2
-137,-420,112,2
-137,-420,112,2
-137,-420,112,2
-137,-420,112,2
-137,-420,112,2
-137,-420,112,2
-137,-420,112,2
-137,-420,112,2
-138,-420,112,2
-138,-420,112,2
-138,-420,112,2
-138,-420,112,2
-138,-420,112,2
-138,-420,112,2
-138,-420,112,2
-138,-420,112,2
-139,-420,112,2
-139,-420,112,2
-139,-420,112,2
-139,-420,112,2
-139,-420,112,2
-139,-420,112,2
-139,-420,112,2
-139,-420,112,2
-140,-420,112,2
-140,-420,112,2
-140,-420,112,2
-140,-420,112,2
-140,-420,112,2
-140,-420,112,2
-140,-420,112,2
-140,-420,112,2
-141,-420,112,2
-141,-420,112,2
-141,-420,112,2
-141,-420,112,2
-141,-420,112,2
-141,-420,112,2
-141,-420,112,2
-141,-420,112,2
-142,-420,112,2
-142,-420,112,2
-142,-420,112,2
-142,-420,112,2
-142,-420,112,2
-142,-420,112,2
-142,-420,112,2
-142,-420,112,2
-143,-420,112,2
-143,-420,112,2
-143,-420,112,2
-143,-420,112,2
-143,-420,112,2
-143,-420,112,2
-143,-420,112,2
-143,-420,112,2
-144,-420,112,2
-144,-420,112,2
-144,-420,112,2
-144,-420,112,2
-144,-420,112,2
-144,-420,112,2
-144,-420,112,2
-144,-420,112,2
-145,-420,112,2
-145,-420,112,2
-145,-420,112,2
-145,-420,112,2
-145,-420,112,2
-145,-420,112,2
-145,-420,112,2
-145,-420,112,2
-146,-420,112,2
-146,-420,112,2
-146,-420,112,2
-146,-420,112,2
-146,-420,112,2
-146,-420,112,2
-146,-420,112,2
-146,-420,112,2
-147,-420,112,2
-147,-420,112,2
-147,-420,112,2
-147,-420,112,2
-147,-420,112,2
-147,-420,112,2
-147,-420,112,2
-147,-420,112,2
-148,-420,112,2
-148,-420,112,2
-148,-420,112,2
-148,-420,112,2
-148,-420,112,2
-148,-420,112,2
-148,-420,112,2
-148,-420,112,2
-149,-420,112,2
-149,-420,112,2
-149,-420,112,2
-149,-420,112,2
-149,-420,112,2
-149,-420,112,2
-149,-420,112,2
-149,-420,112,2
-150,-420,112,2
-150,-420,112,2
-150,-420,112,2
-150,-420,112,2
-150,-420,112,2
-150,-420,112,2
-150,-420,112,2
-150,-420,112,2
-151,-420,112,2
-151,-420,112,2
-151,-420,112,2
-151,-420,112,2
-151,-420,112,2
-151,-420,112,2
-151,-420,112,2
-151,-420,112,2
-152,-420,112,2
-152,-420,112,2
-152,-420,112,2
-152,-420,112,2
-152,-420,112,2
-152,-420,112,2
-152,-420,112,2
-152,-420,112,2
-153,-420,112,2
-153,-420,112,2
-153,-420,112,2
-153,-420,112,2
-153,-420,112,2
-153,-420,112,2
-153,-420,112,2
-153,-420,112,2
-154,-420,112,2
-154,-420,112,2
-154,-420,112,2
-154,-420,112,2
-154,-420,112,2
-154,-420,112,2
-154,-420,112,2
-154,-420,112,2
-155,-420,112,2
-155,-420,112,2
-155,-420,112,2
-155,-420,112,2
-155,-420,112,2
-155,-420,112,2
-155,-420,112,2
-155,-420,112,2
-156,-420,112,2
-156,-420,112,2
-156,-420,112,2
-156,-420,112,2
-156,-420,112,2
-156,-420,112,2
-156,-420,112,2
-156,-420,112,2
